               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.042501,             0.01413,           0.0067184,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046704,           0.0046704,           0.0046704
                  14,            0.041999,            0.013786,           0.0065255,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042071,           0.0042071,           0.0042071
                  15,            0.041406,            0.013377,           0.0063976,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037438,           0.0037438,           0.0037438
                  16,            0.040709,             0.01284,           0.0062551,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032805,           0.0032805,           0.0032805
                  17,             0.04012,            0.012409,           0.0061184,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0028172,           0.0028172,           0.0028172
                  18,             0.03941,            0.011868,           0.0059677,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023539,           0.0023539,           0.0023539
                  19,            0.038677,            0.011298,           0.0058203,             0.78133,             0.75495,             0.75063,             0.59251,            0.042891,            0.014218,            0.017252,           0.0018906,           0.0018906,           0.0018906
                   0,            0.065526,            0.023775,            0.044043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.065168,           0.0038487,           0.0038487
                   1,            0.050973,            0.020041,             0.01671,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.029969,           0.0073496,           0.0073496
                   2,            0.046778,            0.018769,            0.010453,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009046,            0.009046,            0.009046
                   3,            0.043225,            0.017331,            0.008189,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009046,            0.009046,            0.009046
                   4,            0.041257,            0.016386,           0.0072382,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008594,            0.008594,            0.008594
                   5,            0.040279,            0.015865,           0.0068576,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081419,           0.0081419,           0.0081419
                   6,            0.039709,            0.015567,           0.0066346,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076899,           0.0076899,           0.0076899
                   7,            0.038883,            0.015063,            0.006314,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072379,           0.0072379,           0.0072379
                   8,            0.038367,            0.014754,           0.0061277,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067859,           0.0067859,           0.0067859
                   9,            0.037968,            0.014535,           0.0061323,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063339,           0.0063339,           0.0063339
                  10,            0.037592,            0.014313,           0.0059014,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058819,           0.0058819,           0.0058819
                  11,            0.037046,            0.013945,           0.0057608,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054299,           0.0054299,           0.0054299
                  12,            0.036552,            0.013634,           0.0055986,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049779,           0.0049779,           0.0049779
                  13,            0.036091,            0.013353,           0.0055101,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045258,           0.0045258,           0.0045258
                  14,            0.035717,            0.013088,           0.0053627,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040738,           0.0040738,           0.0040738
                  15,            0.035178,            0.012717,           0.0052887,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036218,           0.0036218,           0.0036218
                  16,            0.034628,            0.012348,           0.0051445,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031698,           0.0031698,           0.0031698
                  17,            0.034111,            0.011979,           0.0049969,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027178,           0.0027178,           0.0027178
                  18,            0.033421,            0.011471,           0.0048407,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0022658,           0.0022658,           0.0022658
                  19,            0.032772,            0.010984,           0.0046987,             0.78359,             0.75798,             0.75725,             0.59909,             0.03586,            0.012511,            0.013486,           0.0018138,           0.0018138,           0.0018138
                   0,            0.077211,            0.023396,            0.047306,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.06936,           0.0033352,           0.0033352
                   1,             0.05857,            0.019215,             0.02778,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039923,             0.00637,             0.00637
                   2,            0.053388,            0.017831,            0.013185,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010183,           0.0091025,           0.0091025
                   3,            0.050175,             0.01699,           0.0093527,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087453,           0.0087453,           0.0087453
                   4,            0.046942,            0.015836,           0.0074854,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087453,           0.0087453,           0.0087453
                   5,            0.045511,            0.015254,           0.0068904,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082871,           0.0082871,           0.0082871
                   6,            0.044609,            0.014883,           0.0066052,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078288,           0.0078288,           0.0078288
                   7,            0.043945,            0.014608,           0.0063245,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073706,           0.0073706,           0.0073706
                   8,            0.043324,            0.014323,           0.0061605,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069124,           0.0069124,           0.0069124
