               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   8,            0.049593,             0.03186,           0.0087558,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006849,            0.006849,            0.006849
                   9,            0.048575,            0.030791,           0.0083714,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063989,           0.0063989,           0.0063989
                  10,             0.04776,            0.029839,           0.0080645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059487,           0.0059487,           0.0059487
                  11,            0.047038,             0.02897,           0.0078044,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054986,           0.0054986,           0.0054986
                  12,            0.046261,            0.028024,           0.0075688,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050485,           0.0050485,           0.0050485
                  13,            0.045553,             0.02712,           0.0073596,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045983,           0.0045983,           0.0045983
                  14,            0.044877,            0.026199,           0.0071699,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041482,           0.0041482,           0.0041482
                  15,            0.044184,             0.02528,           0.0069733,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003698,            0.003698,            0.003698
                  16,              0.0435,            0.024359,           0.0067905,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032479,           0.0032479,           0.0032479
                  17,            0.042876,             0.02346,           0.0066295,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027978,           0.0027978,           0.0027978
                  18,            0.042201,            0.022522,           0.0064536,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023476,           0.0023476,           0.0023476
                  19,            0.041547,            0.021553,           0.0062936,             0.76698,             0.82193,             0.81073,             0.63022,            0.044941,            0.032389,            0.011235,           0.0018975,           0.0018975,           0.0018975
                   0,            0.077964,            0.050819,            0.056779,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.081191,           0.0031948,           0.0031948
                   1,            0.068574,            0.047692,            0.034952,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.045116,           0.0061067,           0.0061067
                   2,            0.065155,            0.046133,            0.023578,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087568,           0.0087337,           0.0087337
                   3,            0.060458,            0.043748,            0.018259,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083081,           0.0083081,           0.0083081
                   4,            0.057554,             0.04182,            0.015615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083081,           0.0083081,           0.0083081
                   5,            0.055354,            0.039966,            0.014063,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078808,           0.0078808,           0.0078808
                   6,            0.053847,            0.038488,            0.013117,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074535,           0.0074535,           0.0074535
                   7,            0.052625,             0.03723,             0.01243,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070262,           0.0070262,           0.0070262
                   8,            0.051589,            0.035998,            0.011916,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065989,           0.0065989,           0.0065989
                   9,            0.050695,            0.034909,            0.011487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061716,           0.0061716,           0.0061716
